FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
19061,92.8758288575913,2.6010912624261904,1.929463017735684,0.9300289366064088,0.15375908940450386,0.3011115500838201,15.327859225011478,23.76005039881264,57862.0,12.0,0,13.9,0,1,0.0
19063,90.45816346340516,0.5921180353329449,7.406328868180936,0.42710153368278,0.339739856338575,0.009706853038245,18.821588041157057,23.00524170064065,46092.0,13.8,0,19.0,0,0,1.0
19065,95.72318007662837,0.9386973180076628,1.8199233716475096,0.5028735632183908,0.10057471264367816,0.07183908045977011,19.42049808429119,22.46647509578544,47615.0,12.9,0,18.1,0,0,0.0
19067,94.72489725817336,1.2267680794945717,2.030301171563516,1.3065080046617188,0.07973992516714715,0.024535361589891433,20.014721216953934,23.866772986566893,49111.0,14.5,0,18.1,0,0,1.0
19069,87.39700374531833,0.17790262172284646,11.320224719101123,0.2621722846441948,0.11235955056179776,0.009363295880149813,19.073033707865168,23.84831460674157,52975.0,11.9,0,17.3,0,0,1.0
19071,95.72638086278728,0.4300497244993953,2.5131030775433407,0.2419029700309098,0.2956591855933342,0.013439053890606102,19.56726246472249,22.83295256013977,55421.0,12.1,0,17.0,0,0,1.0
19073,96.58311910882604,0.2356469580119966,1.8316195372750643,0.3213367609254499,0.2677806341045416,0.03213367609254498,20.897600685518427,23.093401885175663,51002.0,11.1,0,16.5,0,0,0.0
19075,97.88805910222435,0.2087850317192644,0.97968361037501,0.21681522524692848,0.032120774110656065,0.056211354693648116,18.80671324178913,23.809523809523807,62423.0,6.3,0,8.6,0,1,0.0
19077,96.72265838962936,0.14606536425050212,1.8440752236625892,0.3377761548292861,0.191710790578784,0.03651634106262553,19.8831477085996,23.927332481285372,54719.0,10.4,0,13.6,0,1,0.0
19079,91.52044918011869,0.25521597652013017,4.989472340968545,1.984304217444012,0.1658903847380846,0.0,18.088432335864226,24.04772538760927,54042.0,11.0,0,15.6,0,0,0.0
19081,94.73591394056963,0.44087822943303057,3.509390706286924,0.4144255356670488,0.08817564588660612,0.008817564588660613,19.098844899038887,23.43708667665991,56746.0,9.2,0,12.2,0,0,1.0
19083,93.70366145773926,1.1862666818752141,3.7127865860613674,0.38781795368997374,0.17679936124101744,0.005703205201323143,20.959279114862554,23.086574654956088,50947.0,9.6,0,16.5,0,0,1.0
19085,97.34726688102894,0.167470525187567,1.2258842443729905,0.2746516613076099,0.2612540192926045,0.0,17.812165058949624,24.082261521972136,57244.0,9.9,0,13.2,0,1,0.0
19087,90.05212211466865,2.1593447505584518,3.792504343509556,2.233804914370812,0.2283445023579052,0.09928021841648052,16.023827252419956,23.176966989327372,50241.0,12.0,0,16.4,0,0,0.0
19089,97.36567008153877,0.2613422538155969,1.2335354380096175,0.2508885636629731,0.09408321137361488,0.07317583106836714,19.307965711896298,25.21430064812879,50602.0,11.0,0,15.7,0,0,0.0
19091,94.63066734589913,0.3973509933774834,3.6372898624554257,0.3158430973000509,0.14263881813550688,0.0,20.590932246561387,23.00560366785532,52702.0,10.8,0,14.5,0,0,1.0
19093,97.43264212159686,0.2398081534772182,1.4106361969248131,0.2680208774157145,0.1269572577232332,0.014106361969248131,20.665820284948513,23.952602623783328,53804.0,10.6,0,13.1,0,0,1.0
19095,96.71660042800369,0.3240599205136044,1.8771018037297464,0.33017425863650257,0.08560073372057475,0.012228676245796393,17.18740446346683,24.56129623968205,63185.0,6.9,0,8.2,0,0,0.0
19097,96.8510681176945,0.29222087867795243,1.1084240225715438,0.23679967754937525,0.18641676743248686,0.4433696090286176,18.606408706166867,23.20133010882709,49956.0,12.9,0,17.6,0,0,0.0
19099,95.77113077465937,1.2594321698061994,1.4575755930731231,0.44242983551381576,0.2741436404104012,0.0217143477552793,16.527332935236956,22.84620813202324,53765.0,9.3,0,12.9,0,0,0.0
19101,86.32072671139345,1.1814997328266936,2.4342456806982127,8.430802113637712,0.16624116843792675,0.011874369174137624,14.848898652259097,18.20340794395297,43495.0,15.3,0,20.0,0,0,0.0
19103,83.10310050274293,4.7088216867101655,4.737091425864518,5.175654406259073,0.17267462294280345,0.035910209196069735,8.565730963768893,19.802570254122035,57706.0,18.3,0,12.7,0,1,0.0
19105,95.53251284039152,1.962399457311755,1.3082663048745031,0.4360887682915011,0.2035080918693672,0.009690861517588916,17.23035177827309,22.41496269018316,55789.0,11.1,0,14.3,0,1,0.0
19107,97.85938540576538,0.4756921320521358,0.8562458376938445,0.15222148225668347,0.13319379697459804,0.0,19.22747597754733,23.232803729426315,50054.0,12.1,0,18.1,0,0,1.0
19109,97.28495142507882,0.2766518690085569,1.3832593450427846,0.37959209933732224,0.051470115164382685,0.0,21.86836518046709,22.872032426172552,52433.0,11.6,0,15.1,0,0,1.0
19111,91.5537337571803,3.0505827895822883,3.045005855780492,0.5047125090625174,0.17009648095477106,0.0195192683062852,16.94830182365735,22.198984998048076,45428.0,15.9,0,22.9,0,0,1.0
19113,89.2844630869306,3.8631607851306176,2.6199426207001038,1.7909727022241584,0.2267713254997017,0.0766951038224461,13.013549468341965,24.54574720915039,58142.0,11.0,0,12.2,0,1,0.0
19115,81.75111969790113,0.4566611047685958,15.781153947483974,0.8869763765697725,0.2283305523842979,0.061473610257310976,14.964433125493985,25.84526214103803,53197.0,10.8,0,15.8,0,0,0.0
19117,97.99955046077773,0.16857720836142953,1.0002247696111486,0.16857720836142953,0.10114632501685772,0.033715441672285906,20.161834120026974,24.443695212407277,46933.0,14.7,0,24.1,0,0,0.0
19119,97.28866246438132,0.07771349624384769,1.8305845781884118,0.2158708228995769,0.06907866332786461,0.0,16.820654520335033,27.67463949572576,64057.0,7.4,0,9.1,0,0,1.0
19121,97.1554308310479,0.287008100006378,1.2564576822501434,0.32527584667389503,0.16582690222590726,0.006377957777919511,14.803240002551187,27.22112379616047,65294.0,8.2,0,10.3,0,1,0.0
19123,94.9108618917832,1.1214869755596264,1.6085072159420937,1.1170188999597872,0.20999955319244,0.017872302399356596,16.07613600822126,24.31079933872481,50335.0,14.4,0,16.7,0,0,0.0
19125,95.57176739019484,0.6334624275721277,1.594163739529857,1.1378306163499354,0.13209643039418775,0.018013149599207422,15.587378786514153,25.10432615809541,57411.0,9.2,0,10.6,0,0,0.0
19127,78.24985239126156,1.5474316079511907,17.262841960244046,1.2940366069671323,0.2558551466246802,0.09594567998425507,16.42639244243259,25.349340680968318,53980.0,11.3,0,17.3,0,0,0.0
19129,95.55747393585231,0.3785111893220001,2.383956438010492,0.3652300949598247,0.2722624344245966,0.06640547181087722,13.43382694734046,25.36024968457401,62507.0,10.3,0,13.5,0,1,0.0
19131,98.03266518188568,0.1855976243504083,1.0207869339272455,0.25983667409057165,0.08351893095768374,0.01855976243504083,21.733481811432814,24.72160356347439,61352.0,9.3,0,14.7,0,0,1.0
19133,96.33235962349886,0.35702693930542034,1.1576328032024237,0.21637996321540626,0.9737098344693282,0.04327599264308125,23.69360597208698,22.157308233257602,43991.0,13.2,0,18.0,0,0,1.0
19135,96.32371392722709,0.2760351317440401,2.1204516938519453,0.36386449184441655,0.12547051442910914,0.0,18.594730238393982,24.153074027603516,48181.0,12.1,0,16.0,0,0,1.0
19137,95.57728119180634,0.23277467411545624,2.8398510242085666,0.21415270018621974,0.3258845437616387,0.04655493482309125,19.934823091247672,23.379888268156424,43210.0,13.4,0,19.6,0,0,1.0
19139,80.75330448005614,1.2750029243186336,15.915311732366359,0.7813779389402269,0.17779857293250673,0.030412913791086675,13.66943502163996,26.117674581822435,53401.0,11.5,0,16.2,0,0,0.0
