FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15,RECFACPTH09,RECFACPTH14,RECFACPTH14 
8059,5.4,5.4,17.7,18.3,25.532395061728486,0.122189409,0.137868552,0.137868552
8061,7.3,7.7,19.5,19.5,25.532395061728486,0.0,0.0,0.0
8063,6.3,7.3,24.9,27.6,25.532395061728486,0.11928903699999999,0.0,0.0
8065,4.5,5.4,18.1,17.5,25.532395061728486,0.0,0.135924969,0.135924969
8067,4.0,4.8,14.3,16.3,25.532395061728486,0.136972899,0.166700624,0.166700624
8069,4.6,5.2,17.0,18.7,25.532395061728486,0.15167039699999998,0.129580837,0.129580837
8071,6.3,7.7,21.4,21.0,25.532395061728486,0.126782884,0.284656988,0.284656988
8073,6.2,7.6,21.6,23.8,25.532395061728486,0.0,0.0,0.0
8075,5.9,7.0,22.6,25.4,25.532395061728486,0.13362433699999998,0.088794175,0.088794175
8077,5.6,7.2,20.4,23.5,25.532395061728486,0.11498062199999999,0.07419648599999999,0.07419648599999999
8079,6.2,6.8,18.8,18.1,25.532395061728486,0.0,0.0,0.0
8081,5.7,6.3,20.6,25.8,25.532395061728486,0.145687646,0.077351485,0.077351485
8083,6.8,6.5,21.2,21.7,25.532395061728486,0.0392049,0.0,0.0
8085,5.4,8.1,16.4,19.7,25.532395061728486,0.144456482,0.122330145,0.122330145
8087,7.5,7.4,23.5,26.9,25.532395061728486,0.14235382,0.105902287,0.105902287
8089,7.1,6.8,24.6,26.9,25.532395061728486,0.0533533,0.0,0.0
8091,6.4,6.7,18.2,18.6,25.532395061728486,0.22753128600000003,0.0,0.0
8093,4.9,6.7,16.6,20.5,25.532395061728486,0.0,0.0,0.0
8095,7.6,7.8,20.9,22.8,25.532395061728486,0.229410415,0.229200092,0.229200092
8097,4.3,5.1,13.7,14.9,25.532395061728486,0.6467544679999999,0.39714058799999996,0.39714058799999996
8099,5.7,8.4,20.2,26.1,25.532395061728486,0.079409196,0.16619577900000002,0.16619577900000002
8101,6.8,9.1,23.3,25.9,25.532395061728486,0.088694044,0.08030888,0.08030888
8103,5.2,6.0,16.5,22.6,25.532395061728486,0.0,0.0,0.0
8105,6.1,6.9,19.5,23.2,25.532395061728486,0.252695418,0.08615490699999999,0.08615490699999999
8107,3.4,4.1,11.7,14.3,25.532395061728486,0.25329280600000004,0.251414205,0.251414205
8109,5.4,7.0,20.7,19.7,25.532395061728486,0.0,0.0,0.0
8111,4.9,6.7,18.3,19.3,25.532395061728486,0.0,0.0,0.0
8113,4.2,5.0,15.3,16.7,25.532395061728486,0.271039436,0.12755102,0.12755102
8115,7.0,8.0,21.4,22.1,25.532395061728486,0.0,0.0,0.0
8117,3.5,4.1,13.0,13.1,25.532395061728486,0.180648891,0.0,0.0
8119,5.3,6.9,18.0,20.3,25.532395061728486,0.174390722,0.12826542400000002,0.12826542400000002
8121,7.3,6.5,21.7,23.2,25.532395061728486,0.0,0.0,0.0
8123,5.5,6.4,23.9,26.0,25.532395061728486,0.104757185,0.079230742,0.079230742
